customer_client.resource_name,customer_client.client_customer,customer_client.time_zone,customer_client.test_account,customer_client.manager,customer_client.descriptive_name,customer_client.currency_code,customer_client.id,customer_client.status
customers/9252466178/customerClients/1365478905,customers/1365478905,Asia/Dubai,False,False,ARIZONA DOCUMENTS CLEARING SERVICES L.L.C,AED,1365478905,2
