customer_client.resource_name,customer_client.client_customer,customer_client.time_zone,customer_client.test_account,customer_client.manager,customer_client.currency_code,customer_client.id,customer_client.status
customers/9252466178/customerClients/8482295252,customers/8482295252,Asia/Riyadh,False,False,SAR,8482295252,2
