customer_client.resource_name,customer_client.client_customer,customer_client.time_zone,customer_client.test_account,customer_client.manager,customer_client.descriptive_name,customer_client.currency_code,customer_client.id,customer_client.status
customers/9252466178/customerClients/3584839390,customers/3584839390,Asia/Dubai,False,False,شركة الخالدية لتركيب المواد العازلة ذ.م.م,AED,3584839390,2
